entry_id,author,wordle_guesses,num_guesses,wordle_answer,wordle_title,wordle_id,hard_mode
2190,u/QuinnMallory,"['snort', 'donut', 'mount']",3,mount,Wordle,222,True
2191,u/JayKayne,"['cheat', 'split', 'grout', 'donut', 'mount']",5,mount,Wordle,222,True
2192,u/thatsnotaknoife,"['adore', 'plums', 'mount']",3,mount,Wordle,222,False
2193,u/DayDreamExpert,"['feast', 'blunt', 'grunt', 'count', 'mount']",5,mount,Wordle,222,True
2194,u/NateP825,"['teary', 'pious', 'couth', 'mount']",4,mount,Wordle,222,False
2195,u/Dawesfan,"['pilar', 'fucks', 'nutty', 'hound', 'mount']",5,mount,Wordle,222,False
2196,u/Zwiseguy15,"['cream', 'toils', 'motto', 'mount']",4,mount,Wordle,222,False
2198,u/diearebie,"['route', 'mount']",2,mount,Wordle,222,False
2199,u/droford,['mount'],1,mount,Wordle,222,False
2200,u/kiwirings,"['earns', 'hound', 'count', 'mount']",4,mount,Wordle,222,True
2201,u/byrdjitters,"['raise', 'chuck', 'pound', 'mount']",4,mount,Wordle,222,True
2202,u/spookyfanny,"['steam', 'mouth', 'mount']",3,mount,Wordle,222,False
2203,u/hitstun,"['oater', 'shout', 'count', 'mount']",4,mount,Wordle,222,True
2204,u/gamefish32,"['stump', 'reign', 'blowy', 'mount']",4,mount,Wordle,221,False
2205,u/frawks24,"['cause', 'mount']",2,mount,Wordle,222,False
2206,u/BoredBlaby,"['raise', 'pound', 'mount']",3,mount,Wordle,222,False
2207,u/nifboy,"['raise', 'pound', 'found', 'mount']",4,mount,Wordle,222,True
2208,u/SpicyNuggs4Lyfe,"['raise', 'mount']",2,mount,Wordle,222,False
2209,u/atthem77,"['reins', 'mound', 'mount']",3,mount,Wordle,222,True
2210,u/Taint_Hunter,"['heart', 'clout', 'joust', 'mount']",4,mount,Wordle,222,False
2211,u/BoardwalkKnitter,"['pound', 'count', 'mount']",3,mount,Wordle,222,True
2212,u/coolmitch159,"['timer', 'moats', 'mogul', 'mount']",4,mount,Wordle,222,False
2213,u/fergi20020,"['cream', 'moist', 'mount']",3,mount,Wordle,222,False
2214,u/MrSparklepantz,"['power', 'souls', 'mound', 'mount']",4,mount,Wordle,222,False
2215,u/DrDarkwood,"['pinch', 'smart', 'found']",4,mount,Wordle,222,False
2216,u/chippychipolata,['lacer'],2,mount,Wordle,222,False
2217,u/BarackTrudeau,"['arise', 'mound', 'mount']",3,mount,Wordle,222,True
2218,u/lucevan,"['yeast', 'brunt', 'mount']",3,mount,Wordle,222,True
2219,u/adc1369,"['stare', 'count', 'mount']",3,mount,Wordle,222,False
2220,u/lavinient,"['beast', 'grout', 'count', 'mount']",4,mount,Wordle,222,False
2221,u/Jadgear4,"['adieu', 'fluke', 'thing', 'stunt', 'crust', 'mount']",6,mount,Wordle,222,False
