entry_id,author,wordle_guesses,num_guesses,wordle_answer,wordle_title,wordle_id,hard_mode
59689,u/trinibug,"['teary', 'lions', 'bulky', 'fudgy', 'gully']",5,gully,unknown,unknown,False
59690,u/ShindouRomm,"['pious', 'chunk', 'auger', 'gully']",4,gully,unknown,unknown,False
59691,u/Neisseriaceae,"['tired', 'loamy', 'punch', 'gully']",4,gully,unknown,unknown,False
59692,u/Courtney471,"['space', 'mound', 'burly', 'gully']",4,gully,unknown,unknown,False
59693,u/ryeshoes,"['tubes', 'fling']",3,gully,Wordle,441,False
59694,u/pumpkinpretzel,"['lumpy', 'dully', 'bully', 'fully', 'sully', 'hully']",-1,DNF,unknown,unknown,False
59695,u/mlc885,"['crane', 'build', 'gully']",3,gully,unknown,unknown,False
59696,u/maniaisgood,"['cream', 'pound', 'bully', 'sully', 'fully', 'gully']",6,gully,unknown,unknown,False
59697,u/CallsignLegend,"['chest', 'favor', 'bling', 'gully']",4,gully,unknown,unknown,False
59698,u/MPKH,"['crane', 'pious', 'fully', 'gully']",4,gully,unknown,unknown,False
59699,u/raidillonradical,"['crane', 'plots', 'guild', 'gully']",4,gully,unknown,unknown,False
59700,u/18hockey,"['grove', 'glint', 'gully']",3,gully,unknown,unknown,False
59701,u/CaptainFunn,"['great', 'gloom', 'guild', 'gully']",4,gully,unknown,unknown,False
59702,u/baoldi,"['ocean', 'fluid', 'burps', 'gully']",4,gully,unknown,unknown,False
59703,u/mentalpinnacle,"['grift', 'gland', 'golem', 'gulch', 'gully']",5,gully,unknown,unknown,False
59704,u/LetUsAway,"['drain', 'plume', 'bulks', 'fully', 'gully']",5,gully,unknown,unknown,False
59705,u/lavinient,"['flare', 'nylon', 'milky', 'bully', 'dully', 'gully']",6,gully,unknown,unknown,False
59706,u/lyovi,"['scope', 'randy', 'fifty', 'gully']",4,gully,unknown,unknown,False
59707,u/2Legit2Quiz,"['semen', 'girth', 'gulag', 'gulpy', 'gulfy', 'gully']",6,gully,unknown,unknown,False
59708,u/AshamedMusician5482,"['crane', 'stomp', 'bulky', 'gully']",4,gully,unknown,unknown,False
59709,u/east_cam,"['crane', 'study', 'bulky', 'fully', 'pully', 'gully']",6,gully,unknown,unknown,False
59710,u/taxi00,"['arose', 'until', 'pully', 'gully']",4,gully,unknown,unknown,False
59711,u/NakedSnakeEyes,"['stear', 'doily', 'bully', 'fully', 'gully']",5,gully,unknown,unknown,False
59712,u/mystiqueallie,"['music', 'butle', 'dully', 'graph', 'gully']",5,gully,unknown,unknown,False
59713,u/mimihoppa,"['point', 'clerk', 'shawl', 'bulgy', 'gully']",5,gully,unknown,unknown,False
59714,u/klondsbie,"['trace', 'blush', 'pully', 'gully']",4,gully,unknown,unknown,False
59715,u/958Silver,"['media', 'flour', 'lunch', 'pully', 'bully', 'gully']",6,gully,unknown,unknown,False
59716,u/ElCapitanMiCapitan,"['shade', 'point', 'crumb', 'gully']",4,gully,unknown,unknown,False
59717,u/MemeicusIcreamicus,"['ratio', 'purse', 'bully', 'fully', 'dully', 'gully']",6,gully,unknown,unknown,False
59718,u/Sir0bin,"['stare', 'pound', 'quick', 'bully', 'gully']",5,gully,unknown,unknown,False
59719,u/lonelygagger,"['penis', 'lordy', 'tally', 'bully', 'fully', 'gully']",6,gully,unknown,unknown,False
59720,u/ShakeNow9,"['least', 'drill', 'folly', 'bully', 'gully']",5,gully,unknown,unknown,False
59721,u/Cadillacquer,"['their', 'mound', 'pucks', 'nubby', 'bunny', 'gully']",6,gully,unknown,unknown,False
59722,u/littlecoffeefairy,"['arise', 'touch', 'pudgy', 'gully']",4,gully,unknown,unknown,False
59723,u/fivezero_ca,"['print', 'fudge', 'gully']",3,gully,unknown,unknown,False
59724,u/P-Helen,"['snark', 'glide', 'gully']",3,gully,unknown,unknown,False
59725,u/thetoastmonster,"['pluck', 'frown', 'stead', 'quilt', 'bully', 'gully']",6,gully,unknown,unknown,False
59726,u/The_Ghola_Hayt,"['ready', 'pouty', 'sucky', 'muggy', 'gunny', 'gully']",6,gully,unknown,unknown,False
59727,u/TheAsianToothpik,"['decoy', 'musty', 'bulky', 'pully', 'fully', 'gully']",6,gully,unknown,unknown,False
59728,u/Mecha_Tortoise,"['stare', 'mound', 'fully', 'gully']",4,gully,unknown,unknown,False
59729,u/Gushami,"['braid', 'plume', 'lucky', 'sully', 'fully', 'gully']",6,gully,unknown,unknown,False
59730,u/sleigh_queen,"['grace', 'glint', 'gully']",3,gully,unknown,unknown,False
59731,u/real415,"['salet', 'bully', 'gully']",3,gully,unknown,unknown,False
59732,u/SammyTrujillo,"['crwth', 'blend', 'lumpy', 'fully', 'sully', 'gully']",6,gully,unknown,unknown,False
59733,u/SkyOfDreamsPilot,"['later', 'climb', 'holly', 'sully', 'fully', 'gully']",6,gully,unknown,unknown,False
59734,u/_spookypanda,"['raise', 'mount', 'buggy', 'guppy', 'gulfy', 'gully']",6,gully,unknown,unknown,False
59735,u/khorijinn,"['dance', 'stump', 'lurid', 'fully', 'bully', 'gully']",6,gully,unknown,unknown,False
59736,u/Lucky-Tangerine7028,"['heart', 'joins', 'lucky', 'fully', 'bully', 'dully']",-1,DNF,unknown,unknown,False
59737,u/andreasbjorne,"['tears', 'chunk', 'muddy', 'buggy', 'gulpy', 'gully']",6,gully,unknown,unknown,False
59738,u/sarysa,"['smith', 'flung', 'gully']",3,gully,unknown,unknown,False
59739,u/full-metal-ashtray,"['flake', 'limbs', 'culty', 'gully']",4,gully,unknown,unknown,False
59740,u/abdoer2000,"['least', 'clump', 'quill', 'bully', 'gully']",5,gully,unknown,unknown,False
59741,u/JesslnCase,"['track', 'douse', 'fugly', 'gully']",4,gully,unknown,unknown,False
59742,u/Microdenis,"['whelp', 'frill', 'sully', 'bully', 'gully']",5,gully,unknown,unknown,False
59743,u/letsdrinktothat,"['ashen', 'guilt', 'gully']",3,gully,unknown,unknown,False
59744,u/CSS_Sr,"['dealt', 'chill', 'jolly', 'bully', 'sully', 'pully']",-1,DNF,unknown,unknown,False
59745,u/madisonpalooza,"['filet', 'polar', 'mulch', 'bulky', 'sully', 'gully']",6,gully,unknown,unknown,False
59746,u/dtbm51,"['reach', 'solid', 'bulky', 'gully']",4,gully,unknown,unknown,False
59747,u/jalissapi,"['raise', 'mount', 'bulky', 'fully', 'gully']",5,gully,unknown,unknown,False
59748,u/moselth,"['roate', 'sling', 'gulph', 'gully']",4,gully,unknown,unknown,False
59749,u/AmRetiredxd,"['larch', 'fried', 'river', 'inter']",4,inter,unknown,unknown,False
59750,u/cosmic897,"['ghost', 'green', 'guild', 'gully']",4,gully,unknown,unknown,False
59751,u/ymizike,"['loner', 'alist', 'bully', 'fully', 'gully']",5,gully,unknown,unknown,False
59752,u/oldpekapeka33,"['stare', 'pound', 'quick', 'muggy', 'gully']",5,gully,unknown,unknown,False
59753,u/NASCARRULES88,"['movie', 'carls', 'fugly', 'gully']",4,gully,unknown,unknown,False
59754,u/MasqueradeOfSilence,"['atone', 'juicy', 'plums', 'bulky', 'gully']",5,gully,unknown,unknown,False
59755,u/oldpekapeka33,"['stare', 'pound', 'quick', 'muggy', 'gully']",5,gully,unknown,unknown,False
59756,u/hoIygrail,"['yeast', 'godly', 'girly', 'gully']",4,gully,unknown,unknown,False
59757,u/Draino9,"['stair', 'uncle', 'bough', 'gully']",4,gully,unknown,unknown,False
59758,u/happyhikercoffeefix,"['stare', 'cloud', 'gully']",3,gully,unknown,unknown,False
59759,u/sandm000,"['stern', 'black', 'would', 'quill', 'gully']",5,gully,unknown,unknown,False
59760,u/StKozlovsky,"['story', 'manly', 'bully', 'fully', 'paged', 'gully']",6,gully,unknown,unknown,False
59761,u/CrimeInProgress,"['steam', 'young', 'prick', 'buggy', 'gully']",5,gully,unknown,unknown,False
59762,u/soap_lady,"['wrapt', 'lines', 'bulky', 'gully']",4,gully,unknown,unknown,False
59763,u/prlj,"['stare', 'opium', 'clunk', 'gully']",4,gully,unknown,unknown,False
59764,u/william_fontaine,"['close', 'final', 'bully', 'pully', 'hedge', 'gully']",6,gully,unknown,unknown,False
59765,u/FadieZ,"['black', 'peril', 'mould', 'fugly', 'gully']",5,gully,unknown,unknown,False
59766,u/Ardielley,"['craft', 'guide', 'gummy', 'guppy', 'gussy', 'gully']",6,gully,unknown,unknown,False
59767,u/smittalicious,"['champ', 'stern', 'would', 'bully', 'fully', 'gully']",6,gully,unknown,unknown,False
59768,u/LivingThePiLife,"['ports', 'beach', 'milky', 'fully', 'gully']",5,gully,unknown,unknown,False
59769,u/unilateralhope,"['cramp', 'stole', 'hilly', 'bully', 'fluid', 'gully']",6,gully,unknown,unknown,False
59770,u/cyrano4833,"['train', 'close', 'bulky', 'fully', 'dully', 'gully']",6,gully,unknown,unknown,False
59771,u/cheezislife,"['loser', 'plank', 'filly', 'gully']",4,gully,unknown,unknown,False
59772,u/Yatta99,"['stare', 'block', 'pully', 'gully']",4,gully,unknown,unknown,False
59773,u/sugarbreath91,"['stare', 'mound', 'quick', 'gulpy', 'gully']",5,gully,unknown,unknown,False
59774,u/Hydreigon_Lord,"['draft', 'slump', 'lunge', 'gully']",4,gully,unknown,unknown,False
59775,u/gaijin699,"['split', 'value', 'bully', 'gully']",4,gully,unknown,unknown,False
59776,u/r_osit,"['given', 'grout', 'gauch', 'gummy', 'guppy', 'gully']",6,gully,unknown,unknown,False
59777,u/FileInside,"['tares', 'chunk', 'bully', 'fully', 'sully', 'gully']",6,gully,unknown,unknown,False
59778,u/gs18,"['ghoul', 'gully']",2,gully,unknown,unknown,False
59779,u/_TommySalami,"['guest', 'gully']",2,gully,unknown,unknown,False
59780,u/GurneyHa11eck,"['stear', 'cloud', 'bulky', 'pully', 'gully']",5,gully,unknown,unknown,False
59781,u/Mjcc64,"['curli', 'shaft', 'demon', 'bully', 'gully']",5,gully,unknown,unknown,False
59782,u/AlarKemmotar,"['aster', 'child', 'folly', 'bully', 'gully']",5,gully,unknown,unknown,False
59783,u/Wassaren,"['spear', 'mount', 'quick', 'fully', 'bully', 'dully']",-1,DNF,unknown,unknown,False
59784,u/doa70,"['robes', 'claim', 'pulls', 'gully']",4,gully,unknown,unknown,False
59785,u/jam_boy_3,"['train', 'fouls', 'bully', 'gully']",4,gully,unknown,unknown,False
59786,u/sniffie45,"['crate', 'spoil', 'nymph', 'fudge', 'gully']",5,gully,unknown,unknown,False
59787,u/dicks_out_for,"['store', 'chain', 'plumb', 'fully', 'gully']",5,gully,unknown,unknown,False
59788,u/RacerGal,"['place', 'broil', 'lushy', 'gully']",4,gully,unknown,unknown,False
59789,u/purethought09,"['swamp', 'ditch', 'broke', 'funny', 'gully']",5,gully,unknown,unknown,False
59790,u/Golftango6,"['spank', 'torch', 'glide', 'gully']",4,gully,unknown,unknown,False
59791,u/Clever_Owl,"['today', 'strip', 'right', 'write', 'inter']",5,inter,unknown,unknown,False
59792,u/countcraig,"['adieu', 'young', 'rugby', 'gutsy', 'gummy', 'guppy']",-1,DNF,unknown,unknown,False
59793,u/UltravioletClearance,"['penis', 'aloft', 'gruel', 'gully']",4,gully,unknown,unknown,False
59794,u/Maiden_Moon_Lion,"['sling', 'mogul', 'gault', 'gully']",4,gully,unknown,unknown,False
59795,u/SuzumiyaCham,"['slump', 'bulky', 'gully']",3,gully,unknown,unknown,False
59796,u/kinenbi,"['shape', 'clown', 'build', 'gully']",4,gully,unknown,unknown,False
59797,u/anthonyqld,"['noise', 'begin', 'diner', 'inter']",4,inter,unknown,unknown,False
59798,u/khcollett,"['raise', 'pouty', 'fully', 'gully']",4,gully,unknown,unknown,False
59799,u/danish_princess,"['stare', 'cloud', 'pupil', 'fully', 'gully']",5,gully,unknown,unknown,False
59800,u/BreadStoreRefugee,"['train', 'would', 'pully', 'bully', 'gully']",5,gully,unknown,unknown,False
59801,u/littlelilacs,"['organ', 'guide', 'gulch', 'gully']",4,gully,unknown,unknown,False
59802,u/LazyCouchPotato,"['wring', 'mouth', 'space', 'fudgy', 'gully']",5,gully,unknown,unknown,False
59803,u/spronston,"['crate', 'otter', 'meter', 'liter', 'inter']",5,inter,unknown,unknown,False
59804,u/aqua_zuma21,"['talks', 'filer', 'hound', 'bully', 'gully']",5,gully,unknown,unknown,False
59805,u/tfhaenodreirst,"['slain', 'route', 'lucky', 'budge', 'gully']",5,gully,unknown,unknown,False
59806,u/doseofvitamink,"['irate', 'inert', 'inter']",3,inter,unknown,unknown,False
59807,u/Izzybones,"['shiny', 'relay', 'bully', 'fully', 'gully']",5,gully,unknown,unknown,False
59808,u/jh51681,"['crane', 'hoist', 'fully', 'bully', 'gully']",5,gully,unknown,unknown,False
59809,u/drinkablechobani,"['splat', 'rough', 'field', 'gully']",4,gully,unknown,unknown,False
59810,u/EGMW,"['steal', 'blown', 'milky', 'fully', 'gully']",5,gully,unknown,unknown,False
59811,u/Puzzleheaded-Bug7189,"['grump', 'guilt', 'gully']",3,gully,unknown,unknown,False
59812,u/CrowleyandZira,"['ouija', 'fulls', 'gulls', 'gully']",4,gully,Wordle,441,False
59813,u/seafoodrice,"['salet', 'totem', 'deter', 'citer', 'inter']",5,inter,unknown,unknown,False
59814,u/DuplexFields,"['table', 'drugs', 'punch', 'wimpy', 'fugly', 'gully']",6,gully,unknown,unknown,False
59815,u/ET_616,"['stare', 'bulky', 'fugly', 'gully']",4,gully,unknown,unknown,False
59816,u/TheSultan1,"['ghoul', 'glute', 'gully']",3,gully,unknown,unknown,False
59817,u/Trouble1122,"['later', 'clink', 'holly', 'bully', 'fudgy', 'gully']",6,gully,unknown,unknown,False
59818,u/Munion,"['moist', 'clean', 'gully']",3,gully,unknown,unknown,False
59819,u/IllogicalIllusionist,"['avoid', 'islet', 'inter']",3,inter,unknown,unknown,False
59820,u/ConfusedByPans,"['metal', 'lousy', 'gully']",3,gully,unknown,unknown,False
59821,u/zooropa140,"['crane', 'sloth', 'lucky', 'bully', 'gully']",5,gully,unknown,unknown,False
59822,u/a-little-bit-this,"['trend', 'climb', 'lousy', 'pully', 'gully']",5,gully,unknown,unknown,False
59823,u/phoenixphaerie,"['earst', 'opium', 'clunk', 'bulgy', 'gully']",5,gully,unknown,unknown,False
59824,u/Rad_Rachael,"['arise', 'youth', 'tired', 'liter', 'inter']",5,inter,unknown,unknown,False
59825,u/TylerMoy7,"['stare', 'blind', 'pouch', 'gully']",4,gully,unknown,unknown,False
59826,u/Neondanublu03,"['trace', 'bound', 'fussy', 'pully', 'gully']",5,gully,unknown,unknown,False
59827,u/Bogus4Real,"['synch', 'deity', 'ovary', 'jumpy', 'bulgy', 'gully']",6,gully,unknown,unknown,False
59828,u/Omegamanthethird,"['piano', 'query', 'husky', 'fudgy', 'gully']",5,gully,unknown,unknown,False
59829,u/terlinguatx,"['bayou', 'murky', 'sunny', 'gully']",4,gully,unknown,unknown,False
59830,u/No-Knee9011,"['trace', 'plink', 'lousy', 'fully', 'bully', 'gully']",6,gully,unknown,unknown,False
59831,u/Niicodemus,"['charm', 'point', 'blues', 'fully', 'gully']",5,gully,unknown,unknown,False
59832,u/FistofanAngryGoddess,"['robin', 'meaty', 'sully', 'fully', 'gully']",5,gully,unknown,unknown,False
59833,u/oglabradoodle,"['steam', 'churn', 'fudgy', 'gully']",4,gully,unknown,unknown,False
59834,u/PimpeeMcgee,"['juice', 'guard', 'gully']",3,gully,unknown,unknown,False
